wav,id,ew
4377.374,Fe I,32.0
4377.543,Cr I,14.0
4377.793,Fe I,39.0
4378.255,CH,83.0
4378.512,Fe I,25.0
4378.744,Fe I,0.5
4378.913,CH,44.0
4379.238,V I,110.0
4379.771,Cr I,25.0
4380.067,Ce I,68.0
4380.367,Mg I,15.0
4380.724,CH,92.0
4380.852,CH,36.0
4380.99,CH,12.0
4381.112,Cr I,27.0
4381.709,Mn I,7.5
4381.885,CH,13.0
4381.989,CH,11.0
4382.521,CH,32.0
4382.689,CH,13.0
4382.764,CH,79.0
4382.998,CH,47.0
4383.557,Fe I,
4384.12,CH,22.0
4384.54,N I,28.0
4384.712,V I,110.0
4384.819,Sc I,30.0
4384.983,Cr I,80.0
4385.124,CH,59.0
4385.387,Fe II,
4385.611,CH,10.0
4385.857,Nd I,16.0
4386.063,CH,43.0
4386.46,Ni I,14.0
4386.592,Fe I,8.5
4386.694,CH,23.0
4386.853,T I,59.0
4387.063,CH,59.0
4387.398,CH,38.0
4387.497,Cr I,61.0
4387.595,CH,38.0
4388.101,T I,26.0
4388.414,Fe I,103.0
4388.87,CH,47.0
4389.253,Fe I,67.0
4389.504,CH,19.0
4389.638,CH,45.0
4389.776,CH,30.0
4389.988,V I,84.0
4390.114,CH,11.0
4390.222,CH,16.0
4390.328,N I,18.0
4390.461,Fe I,53.0
4390.545,CH,33.0
4390.63,CH,30.0
4390.773,Sm I,7.0
4390.966,Fe I,92.0
4391.033,T I,34.0
4391.488,CH,38.0
4391.668,Ce I,44.0
4391.768,Cr I,67.0
4391.863,Fe I,36.0
4392.071,V I,54.0
4392.3,Fe I,12.0
4392.587,Fe I,37.0
4392.924,CH,21.0
4393.025,CH,27.0
4393.524,CH,71.0
4393.7,Fe I,28.0
4393.808,CH,28.0
4393.931,Ti I,22.0
4394.068,T I,72.0
4394.304,Fe I,2.0
4394.791,V I,8.5
4394.852,Ti II,51.0
4395.04,Ti II,135.0
4395.289,Fe I,100.0
4395.504,CH,66.0
4395.848,T I,61.0
4396.079,CH,22.0
4396.153,CH,18.0
4396.309,CH,36.0
4396.43,CH,17.0
4396.631,Mo I,3.5
4396.961,CH,45.0
4397.143,CH,22.0
4398.02,Y I,46.0
4398.299,T I,28.0
4398.491,CH,34.0
4398.621,N I,24.0
4398.712,CH,17.0
4399.224,Ce I,5.5
4399.29,Fe I,7.5
4399.482,CH,15.0
4399.602,Ti II,32.0
4399.778,Ti II,115.0
4399.989,CH,21.0
4400.185,N I,41.0
4400.398,Sc I,85.0
4400.58,V I,51.0
4400.858,Nd I,42.0
4401.298,Fe I,101.0
4401.451,Fe I,48.0
4401.552,N I,115.0
4401.668,CH,10.0
4402.685,Co I,4.0
4402.841,CH,18.0
4403.077,CH,18.0
4403.374,Cr I,46.0
4403.496,Cr I,21.0
4404.101,Fe I,12.0
4404.277,Ti I,35.0
4404.4,T I,9.0
4404.548,CH,8.0
4404.761,Fe I,898.0
4404.924,Fe I,6.0
4405.033,V I,28.0
4405.411,Fe I,4.5
4405.732,T I,25.0
4406.036,CH,12.0
4406.157,CH,23.0
4406.298,Cr I,3.0
4406.504,CH,19.0
4406.652,V I,78.0
4407.706,Fe I,146.0
4408.208,V I,74.0
4408.425,Fe I,130.0
4408.523,V I,65.0
4408.941,V I,19.0
4409.128,Fe I,51.0
4409.248,T I,28.0
4409.359,Dy I,12.0
4409.526,T I,33.0
4410.014,CH,25.0
4410.167,CH,25.0
4410.306,Cr I,14.0
4410.525,N I,51.0
4410.659,Ce I,3.0
4410.953,Cr I,9.5
4411.082,T I,56.0
4411.227,CH,24.0
4411.59,Mo I,4.5
4411.724,Mo I,2.5
4411.884,Mn I,55.0
4412.138,V I,8.0
4412.257,Cr I,29.0
4412.424,T I,7.0
4413.0,Ar XIV,
4413.399,Fe I,7.5
4413.853,Cr I,29.0
4414.048,Fe I,26.0
4414.234,Fe I,17.0
4414.458,Fe I,9.0
4414.554,Zr I,23.0
4414.737,Fe I,3.5
4414.89,Mn I,59.0
4415.135,Fe I,417.0
4415.563,Sc I,86.0
4416.16,Fe I,6.5
4416.36,CH,13.0
4416.475,V I,36.0
4416.828,Fe I,77.0
4417.287,T I,45.0
4417.412,Co I,15.0
4417.574,CH,11.0
4417.723,T I,96.0
4418.342,T I,70.0
4418.43,Fe I,21.0
4418.785,Ce I,17.0
4419.104,Cr I,12.0
4419.273,Fe I,16.0
4419.513,Fe I,3.0
4419.778,Fe I,18.0
4419.942,V I,6.5
4420.287,Fe I,34.0
4420.526,Sm I,14.0
4420.671,Sc I,15.0
4421.125,Sm I,10.0
4421.334,Co I,21.0
4421.573,V I,35.0
4421.944,T I,51.0
4422.576,Fe I,117.0
4422.711,Cr I,6.0
4422.829,T I,29.0
4422.973,Ni I,34.0
4423.14,Fe I,59.0
4423.265,Na I,37.0
4423.681,Ce I,3.0
4423.847,Fe I,53.0
4424.072,Fe I,24.0
4424.204,Fe I,14.0
4424.294,Cr I,41.0
4424.369,Sm I,7.5
4424.586,V I,26.0
4424.811,N I,9.5
4425.148,Cr I,8.5
4425.444,Ca I,145.0
4425.664,Fe I,40.0
4425.769,Fe I,20.0
4425.85,T I,6.5
4426.04,V I,38.0
4426.458,Cr I,14.0
4427.105,T I,64.0
4427.317,Fe I,147.0
4427.713,Cr I,2.5
4427.916,Ti I,12.0
4428.52,V I,13.0
4428.549,Fe I,35.0
4429.203,Fe I,15.0
4429.288,Ce I,11.0
4429.794,V I,7.5
4429.906,La I,30.0
4430.057,Ti I,52.0
4430.197,Fe I,68.0
4430.483,Cr I,20.0
4430.622,Fe I,115.0
4431.036,N I,24.0
4431.292,Sc II,5.0
4431.36,Sc II,30.0
4432.089,T I,15.0
4432.169,Cr I,37.0
4432.575,Fe I,47.0
4433.396,Fe I,19.0
4433.588,T I,11.0
4433.788,Fe I,73.0
4433.896,Sm I,6.5
4434.0,T I,42.0
4434.344,Sm I,15.0
4434.655,S I,19.0
4434.967,Ca I,171.0
4435.156,Fe I,83.0
4435.328,N I,26.0
4435.688,Ca I,127.0
4436.0,Mn I,8.5
4436.145,V I,34.0
4436.356,Mn I,70.0
4436.589,T I,8.5
4436.687,T I,6.0
4436.951,Fe I,75.0
4437.567,N I,22.0
4437.699,Fe I,12.0
4437.842,V I,27.0
4438.03,Sr I,6.0
4438.25,T I,6.5
4438.349,Fe I,45.0
4438.52,Fe I,8.5
4439.642,Fe I,22.0
4439.888,Fe I,47.0
4440.179,Fe I,10.0
4440.348,T I,25.0
4440.482,Fe I,46.0
4440.827,Fe I,47.0
4440.993,Fe I,22.0
4441.273,T I,15.0
4441.436,N I,13.0
4441.555,Fe I,20.0
4441.964,Fe I,13.0
4442.15,Mo I,5.0
4442.258,Cr I,7.5
4442.349,Fe I,171.0
4442.838,Fe I,57.0
4443.001,Zr I,26.0
4443.201,Fe I,95.0
4443.812,Ti II,124.0
4444.218,V I,31.0
4444.401,Ce I,5.5
4444.562,T I,50.0
4444.697,Ce I,6.0
4445.479,Fe I,30.0
4445.849,Zr I,5.0
4446.242,Fe I,4.5
4446.399,Nd I,8.5
4446.843,Fe I,71.0
4447.137,Fe I,60.0
4447.728,Fe I,177.0
4448.945,Fe I,12.0
4449.15,Ti I,53.0
4449.341,Ce I,15.0
4449.6,V I,6.0
4449.93,S I,3.5
4449.97,T I,2.5
4450.101,Ni I,5.0
4450.235,Ni I,5.5
4450.323,Fe I,53.0
4450.491,T I,79.0
4450.764,Fe I,25.0
4450.901,T I,45.0
4451.588,Mn I,90.0
4451.833,V I,22.0
4452.323,Fe I,0.5
4452.617,Fe I,26.0
4453.006,Mn I,46.0
4453.321,Ti I,59.0
4453.71,Ti I,36.0
4454.388,Fe I,84.0
4454.671,Ca I,44.0
4454.793,Ca I,176.0
4455.03,Mn I,90.0
4455.32,Mn I,79.0
4455.452,Cr I,6.5
4455.893,Ca I,106.0
4456.333,Fe I,48.0
4456.627,Ca I,66.0
4456.875,Fe I,3.0
4457.043,Mn I,38.0
4457.547,Mn I,56.0
4457.773,V I,13.0
4458.088,Fe I,61.0
4458.255,Mn I,66.0
4458.529,Cr I,43.0
4458.686,Sm I,10.0
4459.042,N I,190.0
4459.755,Cr I,48.0
4459.896,I V,4.0
4460.112,Fe I,5.5
4460.301,V I,100.0
4460.536,Fe I,5.5
4460.778,Cr I,13.0
4461.084,Mn I,63.0
4461.205,Fe I,48.0
4461.66,Fe I,116.0
4461.82,Fe I,11.0
4462.204,Fe I,31.0
4462.362,V I,17.0
4462.461,N I,62.0
4462.7,Cr I,14.0
4462.993,Nd I,13.0
4463.407,T I,41.0
4463.539,Ti I,12.0
4464.34,V I,5.0
4464.457,Ti I,68.0
4464.685,Mn I,94.0
4464.774,Fe I,41.0
4464.911,Cr I,14.0
4464.98,Eu I,6.5
4465.358,Cr I,20.0
4465.814,Ti I,30.0
4466.165,Cr I,7.0
4466.387,Ni I,24.0
4466.562,Fe I,125.0
4466.854,Co I,11.0
4466.94,Fe I,48.0
4467.339,Sm I,8.0
4467.555,Cr I,11.0
4467.999,V I,8.0
4468.3,Ti II,6.5
4468.5,Ti II,120.0
4468.751,V I,9.5
4469.154,T I,49.0
4469.278,Fe I,110.0
4469.564,Co I,38.0
4469.711,V I,18.0
4470.138,Mn I,49.0
4470.485,Ni I,69.0
4470.858,T I,54.0
4471.244,T I,35.0
4471.56,He I,12.0
4471.682,He I,19.0
4471.81,Fe I,6.5
4472.078,Ca I,2.5
4472.541,Fe I,4.0
4472.723,Fe I,63.0
4472.802,Mn I,33.0
4473.222,Mo I,3.0
4473.764,Cr I,5.5
4474.049,V I,4.5
4474.169,Fe I,5.0
4474.569,Mo I,12.0
4474.755,V I,15.0
4474.859,T I,18.0
4476.05,Fe I,
4481.2,Mg II,
4485.976,Fe I,18.0
4486.914,Ce I,11.0
4487.004,Fe I,5.5
4487.258,Y I,10.0
4487.37,Fe I,6.0
4487.513,Y I,5.5
4487.747,Fe I,15.0
4488.061,Cr I,11.0
4488.138,Fe I,46.0
4488.329,T I,45.0
4488.912,V I,45.0
4489.101,T I,25.0
4489.184,Fe I,61.0
4489.467,Cr I,17.0
4489.748,Fe I,81.0
4490.089,Fe I,67.0
4490.234,Fe I,7.0
4490.543,Ni I,20.0
4490.614,Fe I,6.0
4490.781,Fe I,76.0
4491.18,V I,1.5
4491.408,Fe I,66.0
4491.66,Cr I,20.0
4491.852,Cr I,10.0
4492.312,Cr I,21.0
4492.541,T I,8.0
4492.688,Fe I,29.0
4493.38,Fe I,5.0
4493.53,T I,26.0
4494.062,Fe I,32.0
4494.196,Na I,18.0
4494.384,Fe I,16.0
4494.492,Fe I,16.0
4494.573,Fe I,139.0
4494.739,Fe I,10.0
4495.008,Ti I,12.0
4495.267,Cr I,8.0
4495.423,Fe I,23.0
4495.575,Fe I,24.0
4496.157,T I,39.0
4496.245,T I,9.5
4496.86,Cr I,79.0
4496.974,Zr I,24.0
4497.68,Na I,27.0
4498.56,Fe I,8.0
4498.732,Cr I,21.0
4498.9,Mn I,48.0
4499.501,Sm I,2.0
4500.288,Cr I,39.0
4500.639,Fe I,14.0
4501.102,Ti II,27.0
4501.278,Ti II,111.0
4501.651,Cr I,8.5
4501.78,Cr I,22.0
4502.221,Mn I,49.0
4502.6,Fe I,21.0
4503.761,Ti I,8.0
4504.206,Fe I,1.0
4504.838,Fe I,46.0
4505.031,Ca I,4.5
4505.73,T I,1.0
4506.326,N I,9.0
4506.608,Ca I,7.0
4506.747,Ti I,7.5
4506.842,Cr I,9.5
4507.227,Fe I,6.5
4507.395,Ca I,7.5
4507.858,Ca I,3.5
4508.011,T I,6.0
4508.289,Fe II,
4509.128,Fe I,2.0
4509.29,Fe I,14.0
4509.449,Ca I,14.0
4509.742,Cr I,34.0
4510.178,Pr I,1.5
4510.83,Fe I,8.0
4511.072,Fe I,5.0
4511.171,T I,8.0
4511.31,In I,2.0
4511.9,Cr I,31.0
4512.273,Ca I,18.0
4512.741,Ti I,55.0
4512.997,N I,16.0
4513.219,Cr I,2.5
4513.582,Y I,5.0
4513.72,T I,9.0
4513.872,N I,3.0
4514.193,V I,48.0
4514.32,Cr I,1.0
4514.496,Cr I,68.0
4515.107,Sm I,4.0
4515.178,Fe II,14.0
4515.44,Fe II,75.0
4515.597,V I,6.5
4516.089,Fe I,1.0
4516.272,Fe I,9.5
4516.461,Fe I,3.5
4517.534,Fe I,61.0
4517.838,N I,3.5
4518.032,T I,62.0
4518.447,Fe I,6.0
4518.587,Fe I,14.0
4518.7,T I,12.0
4518.982,Mn I,1.0
4519.299,Co I,1.0
4519.637,Sm I,5.0
4519.843,Cr I,3.5
4519.992,N I,30.0
4520.229,Fe II,69.0
4520.399,Fe II,3.0
4521.136,Cr I,11.0
4521.668,Fe I,0.5
4521.887,N I,2.0
4522.029,Cr I,1.5
4522.372,La I,8.5
4522.528,Fe II,101.0
4522.807,Fe II,65.0
4523.08,Ce I,12.0
4523.407,Fe I,36.0
4523.744,N I,6.0
4523.924,Sm I,11.0
4524.096,Fe I,5.5
4524.223,V I,8.0
4524.691,T I,18.0
4524.843,Cr I,8.0
4524.944,Ba I,32.0
4525.146,Fe I,120.0
4525.866,Fe I,17.0
4526.103,Cr I,16.0
4526.568,Fe I,38.0
4526.788,Co I,3.5
4526.933,Ca I,75.0
4527.325,T I,67.0
4527.468,Ti I,25.0
4527.788,Fe I,21.0
4527.93,Co I,4.5
4527.98,V I,1.0
4528.05,S I,2.0
4528.627,Fe I,275.0
4529.315,V I,2.5
4529.56,Fe I,99.0
4529.686,Fe I,55.0
4529.852,Cr I,15.0
4530.698,Cr I,76.0
4530.955,Co I,69.0
4531.158,Fe I,106.0
4531.35,Fe I,2.0
4531.631,Fe I,55.0
4532.138,V I,2.0
4532.776,Cr I,4.0
4533.249,Ti I,90.0
4533.97,Ti II,109.0
4534.171,Fe II,
4534.62,Fe I,5.5
4534.785,T I,81.0
4535.143,Cr I,26.0
4535.576,T I,79.0
4535.712,Cr I,84.0
4536.054,T I,147.0
4536.504,Fe I,10.0
4537.221,Ti I,5.0
4537.676,Fe I,13.0
4537.818,T I,1.5
4538.597,Fe I,9.5
4538.956,Fe I,2.5
4539.094,Ti I,4.0
4539.777,Ce I,37.0
4539.999,V I,2.0
4540.71,Cr I,52.0
4540.873,T I,9.5
4541.068,Cr I,22.0
4541.318,Fe I,17.0
4541.523,Fe I,58.0
4541.943,Fe I,8.0
4542.617,Cr I,31.0
4543.229,Fe I,3.0
4543.818,Co I,14.0
4544.022,T I,35.0
4544.488,Fe I,8.0
4544.621,Cr I,97.0
4545.143,T I,42.0
4545.338,Cr I,30.0
4545.545,Fe I,2.0
4545.693,Ir I,2.5
4545.962,Cr I,73.0
4546.679,Fe I,7.5
4547.022,Fe I,92.0
4547.3,T I,34.0
4547.853,Fe I,73.0
4548.132,T I,3.0
4548.77,T I,63.0
4549.474,Fe II,231.0
4549.82,T I,53.0
4550.773,Fe I,72.0
4551.228,N I,23.0
4551.654,Fe I,23.0
4551.848,V I,1.0
4552.293,T I,27.0
4552.463,T I,109.0
4552.653,Sm I,3.0
4553.048,Zr I,2.0
4553.174,N I,12.0
4554.036,Ba II,159.0
4554.536,Ru I,4.0
4554.834,Cr I,7.5
4554.992,Cr I,39.0
4555.092,T I,8.0
4555.492,T I,54.0
4555.738,Fe I,3.0
4555.892,Fe I,77.0
4557.284,Fe I,26.0
4557.867,T I,5.5
4558.113,Fe I,19.0
4558.47,Cr II,5.0
4558.65,Cr II,66.0
4559.93,T I,18.0
4560.097,Fe I,42.0
4560.278,Ce I,13.0
4560.72,V I,7.5
4560.966,Ce I,4.5
4562.367,Ce I,17.0
4562.637,T I,8.0
4563.237,Cr I,6.0
4563.427,T I,11.0
4563.766,Ti II,120.0
4564.173,Cr I,13.0
4564.578,V I,14.0
4564.702,Fe I,30.0
4564.828,Fe I,24.0
4565.043,C I,3.0
4565.15,Ni I,2.5
4565.316,Fe I,26.0
4565.418,Zr I,26.0
4565.518,Cr I,67.0
4565.856,Ce I,5.0
4566.026,Fe XI,1.5
4566.233,Fe XI,7.5
4566.662,Fe I,5.0
4566.873,Fe I,40.0
4567.409,N I,2.0
4568.328,T I,25.0
4568.608,Fe I,14.0
4568.771,Fe I,60.0
4569.071,Fe I,3.0
4569.36,Co I,5.5
4569.525,Cr I,10.0
4569.618,Cr I,24.0
4570.025,Co I,5.0
4570.387,V I,2.0
4570.918,T I,6.5
4571.444,Fe I,18.0
4571.675,Cr I,39.0
4571.803,Ti II,14.0
4571.982,Ti II,126.0
4572.284,Ce I,15.0
4572.864,Fe I,11.0
4573.059,Nb I,0.5
4573.656,S I,0.5
4574.225,Fe I,33.0
4574.483,Zr I,5.0
4574.728,Fe I,52.0
4574.902,La I,9.5
4575.113,Cr I,9.0
4575.79,Fe I,15.0
4576.517,Ti I,6.5
4576.785,Cr I,1.0
4577.184,V I,25.0
4577.694,Sm I,4.0
4578.326,Cr I,4.5
4578.559,Ca I,73.0
4578.732,V I,11.0
4579.187,V I,1.5
4579.338,Fe I,22.0
4579.687,Fe I,7.5
4579.82,Fe I,20.0
4580.062,Cr I,80.0
4580.414,V I,42.0
4580.589,Fe I,40.0
4581.046,Cr I,3.5
4581.196,Fe I,22.0
4581.519,Ca I,201.0
4582.309,Fe I,16.0
4582.833,Fe I,49.0
4582.952,Fe I,6.0
4583.415,T I,25.0
4583.839,Fe I,
4584.09,Cr I,11.0
4584.443,Ru I,1.5
4584.726,Fe I,32.0
4585.079,Cr I,5.5
4585.343,Fe IX,14.0
4585.698,S I,3.5
4585.973,V I,134.0
4586.144,Cr I,15.0
4586.378,V I,38.0
4587.134,Fe I,46.0
4587.723,Fe I,14.0
4587.878,Cr I,2.5
4588.204,Cr II,66.0
4588.76,Co I,1.5
4589.953,T I,70.0
4590.34,Mo I,1.0
4590.494,V I,1.0
4590.677,Cr I,2.0
4590.793,Fe I,25.0
4591.247,V I,2.5
4591.4,Cr I,59.0
4591.52,Fe I,34.0
4592.057,Cr I,44.0
4592.531,N I,67.0
4592.659,Fe I,95.0
4593.533,Fe I,22.0
4593.832,Cr I,10.0
4593.935,Ce I,12.0
4594.126,V I,46.0
4594.639,Co I,10.0
4594.894,Ni I,26.0
4595.216,Fe I,10.0
4595.365,Fe I,61.0
4595.593,Cr I,21.0
4595.956,N I,34.0
4596.416,Fe I,29.0
4596.905,Co I,14.0
4597.036,Fe I,5.5
4597.383,Fe I,23.0
4598.364,Fe I,16.0
4598.437,Cr I,6.0
4598.745,Fe I,12.0
4599.227,T I,6.0
4599.97,Cr I,28.0
4600.204,V I,12.0
4600.364,N I,53.0
4600.757,Cr I,80.0
4601.025,Fe I,27.0
4601.144,Cr I,7.0
4601.27,S I,7.5
4602.756,Fe I,5.5
4602.949,Fe I,97.0
4603.348,S I,14.0
4603.953,Fe I,15.0
4604.239,Fe I,5.0
4604.405,Zr I,1.0
4604.56,Fe I,37.0
4604.852,Fe I,10.0
4604.996,Ni I,62.0
4605.594,Fe I,40.0
4605.75,La I,2.0
4606.014,Fe I,2.5
4606.12,V I,3.0
4606.226,N I,39.0
4606.396,Cr I,9.5
4606.511,Sm I,3.0
4606.797,Nb I,5.5
4607.087,Fe I,3.5
4607.654,Fe I,75.0
4609.266,Ti I,11.0
4609.362,Ti I,5.0
4609.657,V I,2.5
4609.912,N I,22.0
4610.941,V I,3.0
4611.194,Fe I,131.0
4612.075,Pr I,3.5
4612.611,Fe I,8.0
4613.367,Cr I,62.0
4613.921,Zr I,29.0
4614.208,Cr I,27.0
4614.534,Cr I,5.0
4614.585,Ni I,5.0
4614.726,Cr I,5.0
4615.456,Sm I,2.5
4615.569,Fe I,24.0
4616.628,Cr I,37.0
4617.276,T I,49.0
4617.967,N I,7.5
4618.6,Fe I,1.5
4619.297,Fe I,70.0
4619.539,T I,33.0
4619.677,V I,3.5
4619.78,V I,6.5
4619.897,La I,2.5
4620.132,Fe I,5.0
4620.347,Fe II,5.0
4620.52,Fe II,47.0
4620.811,Co I,1.5
4621.033,Cr I,2.0
4621.35,Mg I,1.5
4621.479,S I,2.5
4621.618,Fe I,2.5
4621.942,Cr I,45.0
4622.453,Cr I,33.0
4622.751,Cr I,20.0
4623.101,Ti I,46.0
4624.419,V I,6.0
4624.558,Co I,6.5
4624.901,Ce I,6.0
4625.314,Cr I,5.0
4625.441,Fe I,4.0
4625.771,Co I,7.0
4625.92,Cr I,12.0
4626.182,Cr I,67.0
4626.357,Fe I,5.0
4626.538,Mn I,21.0
4626.792,Fe I,6.5
4627.015,Fe I,1.0
4627.221,Eu I,4.0
4627.368,S I,14.0
4627.49,Mo I,5.0
4627.549,Fe I,12.0
4628.16,Ce I,14.0
4628.457,Cr I,6.0
4628.685,Fe I,3.5
4628.917,Co I,7.0
4629.064,Zr I,5.0
4629.342,T I,80.0
4629.804,Zn I,4.0
4629.95,Ni I,5.5
4630.128,Fe I,61.0
4631.036,Fe I,7.0
4631.484,Fe I,10.0
4632.139,Fe I,12.0
4632.819,Fe I,97.0
4633.256,Cr I,10.0
4633.767,Fe I,21.0
4634.079,Cr I,53.0
4634.605,Cr I,1.0
4634.871,T I,4.0
4635.177,V I,2.5
4635.311,Fe I,14.0
4635.561,T I,4.0
4635.62,Fe I,10.0
4635.853,Fe I,44.0
4636.324,T I,14.0
4636.675,Fe I,4.5
4637.178,Cr I,18.0
4637.51,Fe I,77.0
4637.764,Cr I,20.0
4637.875,T I,10.0
4638.017,Fe I,82.0
4639.368,Ti I,36.0
4639.506,Cr I,15.0
4639.671,T I,37.0
4639.946,T I,31.0
4640.106,V I,4.5
4640.44,Ti I,3.0
4640.709,V I,1.0
4640.83,Co I,1.5
4641.216,Fe I,24.0
4642.0,Cr I,3.0
4642.245,Sm I,7.5
4643.202,Fe I,6.5
4643.47,Fe I,63.0
4645.193,Ti I,16.0
4645.308,La I,2.0
4645.993,V I,1.5
4646.169,Cr I,77.0
4646.376,V I,14.0
4646.78,Cr I,16.0
4646.97,N I,3.5
4647.701,Fe I,9.5
4648.12,Cr I,19.0
4648.657,Ni I,67.0
4648.852,Cr I,16.0
4648.948,Fe I,18.0
4649.817,Fe I,16.0
4650.019,T I,14.0
4651.29,Cr I,66.0
4651.511,Pr I,5.0
4651.871,C2,2.0
4652.167,Cr I,82.0
4653.49,Fe I,8.0
4654.044,C2,1.0
4654.629,Fe I,171.0
4655.46,La I,1.0
4655.656,N I,16.0
4656.051,T I,9.0
4656.188,Cr I,18.0
4656.474,T I,55.0
4656.818,Cr I,1.5
4656.981,Fe I,27.0
4657.204,T I,38.0
4657.38,Co I,3.5
4657.59,Fe I,24.0
4658.044,Fe I,2.5
4658.3,Fe I,14.0
4660.241,C2,2.5
4660.907,Fe I,19.0
4661.328,Fe I,3.0
4661.539,Fe I,28.0
4661.788,Zr I,2.0
4661.979,Fe I,35.0
4662.755,T I,11.0
4663.182,Fe I,18.0
4663.317,Cr I,27.0
4663.406,Co I,25.0
4663.709,Fe I,21.0
4663.822,Cr I,28.0
4664.324,N I,4.0
4664.794,Cr I,52.0
4665.257,Fe I,3.0
4665.547,Fe I,5.0
4665.679,C2,3.5
4665.906,Cr I,28.0
4666.111,V I,23.0
4666.203,Cr I,18.0
4666.754,Fe I,45.0
4666.986,N I,35.0
4667.162,Cr I,16.0
4667.46,Fe I,75.0
4667.594,T I,60.0
4667.77,N I,36.0
4667.924,C2,4.0
4668.149,Fe I,112.0
4668.375,T I,11.0
4668.572,Na I,39.0
4668.78,C2,5.0
4669.323,Cr I,31.0
4669.395,Sm I,6.5
4669.651,Sm I,6.5
4669.982,S I,2.0
4670.173,Fe I,27.0
4670.413,Sc I,55.0
4671.049,S I,2.5
4671.569,C2,3.5
4671.687,Mn I,11.0
4672.197,Fe I,5.0
4672.837,Fe I,31.0
4673.169,Fe I,72.0
4673.278,Fe I,39.0
4673.444,C2,2.0
4674.303,Fe I,34.0
4674.475,C2,1.5
4674.656,Fe I,18.0
4674.762,N I,14.0
4674.88,Y I,1.0
4675.112,Ti I,30.0
4675.604,N I,14.0
4676.926,Sm I,3.5
4677.3,C2,1.0
4677.431,C2,3.5
4677.596,Fe I,12.0
4678.42,Fe I,9.0
4678.854,Fe I,97.0
4679.23,Fe I,47.0
4679.578,C2,1.0
4679.822,C2,1.0
4679.983,Fe I,6.5
4680.749,Nd I,4.0
4680.863,Cr I,26.0
4681.049,N I,5.5
4681.474,Fe I,26.0
4681.919,T I,64.0
4682.121,Fe I,49.0
4682.57,Fe I,22.0
4682.766,C2,6.5
4683.253,C2,3.0
4683.567,Fe I,46.0
4684.351,C2,9.0
4684.528,C2,4.0
4684.601,Cr I,22.0
4684.75,C2,6.0
4684.884,C2,5.0
4685.034,Fe I,16.0
4685.275,Ca I,53.0
4685.696,He II,4.5
4685.854,He II,5.0
4686.006,C2,3.5
4686.222,N I,56.0
4686.63,Fe I,1.5
4686.87,T I,2.0
4686.96,V I,2.0
4687.186,Sm I,5.0
4687.393,Fe I,44.0
4687.676,Fe I,6.5
4687.805,Zr I,7.5
4687.943,C2,1.5
4688.372,Fe I,17.0
4688.688,C2,30.0
4689.062,C2,4.0
4689.214,C2,3.0
4689.361,Cr I,31.0
4689.499,Fe I,25.0
4690.379,Fe I,13.0
4690.559,C2,5.0
4690.974,T I,4.5
4691.197,T I,3.5
4691.779,C2,6.0
4691.969,C2,5.5
4692.45,Ti I,3.5
4692.524,La I,8.5
4692.974,Cr I,5.5
4693.195,Co I,17.0
4693.338,C2,4.0
4693.674,T I,12.0
4693.947,Cr I,22.0
4694.117,S I,12.0
4694.457,C2,3.5
4694.87,Fe I,32.0
4695.152,Cr I,17.0
4695.446,S I,8.0
4695.607,C2,1.0
4695.751,C2,1.0
4695.857,C2,1.0
4696.03,C2,3.0
4696.262,S I,8.0
4696.512,C2,1.0
4696.622,C2,4.0
4696.932,T I,6.0
4697.058,Cr I,26.0
4697.294,C2,4.0
4697.398,Cr I,14.0
4697.608,C2,4.0
4698.081,C2,4.5
4698.28,Sc I,10.0
4698.623,Cr I,45.0
4698.771,Ti I,40.0
4698.942,Cr I,9.5
4699.583,Cr I,8.0
4700.162,Fe I,52.0
4700.298,C2,3.0
4700.431,Fe I,2.0
4700.619,Cr I,12.0
4701.054,Fe I,38.0
4701.172,Mn I,10.0
4701.361,Ni I,34.0
4701.542,Ni I,46.0
4701.719,C2,4.0
4701.898,Fe I,15.0
4703.003,Mn I,326.0
4703.584,C2,10.0
4703.818,Ni I,58.0
4704.412,Sm I,4.0
4704.954,Fe I,58.0
4705.15,C2,6.0
4705.246,C2,5.5
4705.473,Fe I,36.0
4705.925,N I,9.0
4706.094,Cr I,7.5
4706.17,V I,1.0
4706.302,Fe I,6.5
4706.554,Nd I,26.0
4706.72,Si I,4.0
4706.83,C2,5.0
4706.94,C2,4.0
4707.285,Fe I,107.0
4707.496,Fe I,65.0
4707.752,Cr I,8.0
4708.019,Cr I,52.0
4708.288,C2,4.0
4708.672,T I,46.0
4708.976,Fe I,111.0
4709.332,Se I,4.5
4709.505,Ru I,3.5
4709.718,Mn I,62.0
4710.192,T I,98.0
4710.561,V I,4.0
4711.491,Fe I,28.0
4711.628,C2,3.5
4711.68,Ti I,1.0
4711.91,Zr I,2.5
4712.083,N I,34.0
4712.497,Fe I,13.0
4712.975,C2,18.0
4713.34,C2,3.5
4713.803,N I,9.0
4714.071,Fe I,36.0
4714.206,Fe I,22.0
4714.371,Fe I,132.0
4714.553,C2,16.0
4714.732,C2,17.0
4715.299,Ti I,11.0
4715.767,N I,68.0
4716.508,Fe I,2.0
4717.127,Fe I,6.0
4717.71,V I,9.0
4718.423,Cr I,60.0
4718.833,C2,2.0
4719.12,Zr I,2.5
4719.225,Fe I,4.0
4719.51,T I,11.0
4719.856,Sm I,5.5
4720.577,Fe I,4.5
